location,parameter,country,city,date.utc,coordinates_latitude,coordinates_longitude,avgvalue
Indio - Jackson Stre,pm10,US,Riverside-San Bernardino-Ontario,00:00.0,33.708566,-116.215394,46.08108108
Indio-29 Palms,pm10,US,N/A,00:00.0,33.71969,-116.1897,51.65789474
Jacobs,pm10,US,HUMBOLDT,00:00.0,40.776943,-124.177498,23.72
Jean,pm10,US,Las Vegas-Paradise,00:00.0,35.785665,-115.357087,34.28571429
Jefferson,pm10,US,Albuquerque,00:00.0,35.1441,-106.6044,53.10810811
Jenkins Avenue,pm10,US,Charleston-North Charleston,00:00.0,32.88229,-79.977539,4.866666667
Jerome Mack,pm10,US,Las Vegas-Paradise,00:00.0,36.141875,-115.078742,65.96428571
Joe Neal,pm10,US,Las Vegas-Paradise,00:00.0,36.270592,-115.238282,50.14285714
Johnson County,pm10,US,JOHNSON,00:00.0,43.87483,-106.50974,2.90625
KNI-Topeka,pm10,US,Topeka,00:00.0,39.0242,-95.7114,27.13157895
Kalispell Flathead E,pm10,US,FLATHEAD,00:00.0,48.202499,-114.305557,17.66666667
Kapolei,pm10,US,Honolulu,00:00.0,21.323601,-158.088593,11.23684211
Keeler,pm10,US,Bishop,00:00.0,36.4878,-117.871,13.07894737
Kennewick-Metaline,pm10,US,Kennewick-Richland-Pasco,00:00.0,46.2183,-119.2015,13.67567568
Kooker Park,pm10,US,DUVAL,00:00.0,30.356111,-81.635556,4.621621622
LEHI,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,33.474499,-111.805099,23.78947368
La Casa NCORE - 4545,pm10,US,Denver-Aurora,00:00.0,39.7794,-105.00523,44.72222222
Lake Elsinore - W. F,pm10,US,Riverside-San Bernardino-Ontario,00:00.0,33.676535,-117.331027,37.83783784
Lake Ilo,pm10,US,DUNN,00:00.0,47.342589,-102.645997,2.945945946
Lancaster-Division,pm10,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.669589,-118.130689,38.18421053
Laramie County Mobil,pm10,US,Cheyenne,00:00.0,41.08536,-104.52277,9.58974359
Las Flores Canyon,pm10,US,Santa Barbara-Santa Maria,00:00.0,34.4897,-120.0458,11
Lawton North,pm10,US,Lawton,00:00.0,34.632999,-98.428802,18.16666667
Lee Vining,pm10,US,MONO,00:00.0,37.962069,-119.120278,7.026315789
Lewistown,pm10,US,FERGUS,00:00.0,47.048537,-109.455315,4.451612903
Libby Courthouse,pm10,US,LINCOLN,00:00.0,48.3841,-115.548,20.32432432
Linda,pm10,US,NYE,00:00.0,36.349378,-116.03197,12.22857143
Lizard Tail,pm10,US,Bishop,00:00.0,36.5432,-117.9418,12.38709677
Lompoc H Street,pm10,US,Santa Barbara-Santa Maria,00:00.0,34.637798,-120.456703,16.15625
Lone Pine,pm10,US,Bishop,00:00.0,36.609,-118.0578,15.24324324
Los Angeles - N. Mai,pm10,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.066429,-118.226755,39.02631579
Lucerne Valley,pm10,US,SAN BERNARDINO,00:00.0,34.4101,-116.906874,23.75
MENDNHAL,pm10,US,Greensboro-High Point,00:00.0,36.109006,-79.802314,16.28571429
MILWAUKEE COLLEGE AV,pm10,US,MILWAUKEE,00:00.0,42.93257,-87.93434,30.91428571
MILWAUKEE SER DNR,pm10,US,Milwaukee-Waukesha-West Allis,00:00.0,43.0611,-87.9125,23.61111111
MOBILE - SANTA ANA,pm10,US,SANDOVAL,00:00.0,35.338407,-106.524292,22.81578947
MTSP,pm10,US,MONROE,00:00.0,39.4751,-91.78899,13.42857143
Macon Forestry,pm10,US,Macon,00:00.0,32.8031,-83.5447,8.391304348
Malta,pm10,US,PHILLIPS,00:00.0,48.317507,-107.862471,4.575757576
Mammoth Lakes,pm10,US,MONO,00:00.0,37.645718,-118.966515,13.72413793
Manse,pm10,US,NYE,00:00.0,36.212787,-115.994802,22.0625
Maricopa,pm10,US,PINAL,00:00.0,33.06115,-112.05204,68.52631579
McMillan NCORE,pm10,US,WASHINGTON,00:00.0,38.921848,-77.013176,23.81578947
Melbourne,pm10,US,Palm Bay-Melbourne-Titusville,00:00.0,28.0542,-80.6283,10
Mesa - Brooks Reserv,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4105,-111.8651,23.97368421
Mesa 2 /Nipomo,pm10,US,San Luis Obispo-Paso Robles,00:00.0,35.02079,-120.56389,39.64102564
Miami Golf Course,pm10,US,Payson,00:00.0,33.419017,-110.829667,27.10526316
Mill Site,pm10,US,Bishop,00:00.0,36.4581,-117.8519,11.28571429
Millbrook NCore,pm10,US,Raleigh-Cary,00:00.0,35.856111,-78.574167,14.32432432
Miller State Park,pm10,US,Manchester-Nashua,00:00.0,42.86183,-71.878626,8.333333333
Minneapolis - Bottin,pm10,US,HENNEPIN,00:00.0,45.013611,-93.272049,22.94736842
Minneapolis-Lowry Av,pm10,US,Minneapolis-St. Paul-Bloomington,00:00.0,45.012102,-93.276699,20.73684211
Minneapolis-Pacific,pm10,US,HENNEPIN,00:00.0,45.008297,-93.277041,23.07894737
Mira Loma - Van Bure,pm10,US,Riverside-San Bernardino-Ontario,00:00.0,33.996387,-117.4925,76.05405405
Missoula Boyd Park,pm10,US,MISSOULA,00:00.0,46.842297,-114.020549,11.62162162
Modesto - 14th Stree,pm10,US,Modesto,00:00.0,37.642165,-120.994212,29.67567568
Mojave - 923 Poole S,pm10,US,Bakersfield,00:00.0,35.05045,-118.14778,28.71052632
Mono Shore,pm10,US,MONO,00:00.0,38.0697,-118.9477,6.25
Moore,pm10,US,Oklahoma City,00:00.0,35.32,-97.4883,35.5
Moxa Arch,pm10,US,SWEETWATER,00:00.0,41.750599,-109.789703,6.363636364
Murphy Ridge,pm10,US,Evanston,00:00.0,41.3694,-111.0419,8.289473684
NCORE,pm10,US,Omaha-Council Bluffs,00:00.0,41.2474,-95.9731,38.36842105
NCore - White Mounta,pm10,US,Bishop,00:00.0,37.360701,-118.330835,24.26315789
NEW,pm10,US,PHILADELPHIA,00:00.0,39.991389,-75.080833,26.64864865
NO. BHAM,pm10,US,Birmingham-Hoover,00:00.0,33.5531,-86.815,20.55263158
Nampa Fire Station,pm10,US,Boise City-Nampa,00:00.0,43.58031,-116.562676,54.94736842
Near Road,pm10,US,Louisville,00:00.0,38.1935,-85.7121,35.60526316
Near Road OKC,pm10,US,Oklahoma City,00:00.0,35.502968,-97.577674,25.81818182
New Haven - Criscuol,pm10,US,New Haven-Milford,00:00.0,41.301288,-72.902685,20.21052632
Niland - English Roa,pm10,US,El Centro,00:00.0,33.2136,-115.5444,47.15789474
Nipomo Mesa CDF,pm10,US,SAN LUIS OBISPO,00:00.0,35.04676,-120.58777,43.17948718
Nipomo RP,pm10,US,San Luis Obispo-Paso Robles,00:00.0,35.0315,-120.50101,35.1025641
Nogales Post Office,pm10,US,Nogales,00:00.0,31.337204,-110.936722,100.6486486
North Beach,pm10,US,Bishop,00:00.0,36.542233,-117.990055,16.4
North OKC,pm10,US,Oklahoma City,00:00.0,35.612801,-97.472198,16
North Phoenix,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,33.560299,-112.066299,33.15789474
Oildale - 3311 Manor,pm10,US,Bakersfield,00:00.0,35.438035,-119.016787,54.23684211
Olancha,pm10,US,INYO,00:00.0,36.280596,-118.011661,12.81081081
Orange Grove,pm10,US,PIMA,00:00.0,32.322573,-111.037709,35.73684211
PECK,pm10,US,Wichita,00:00.0,37.4769,-97.3664,39.18421053
Palatka,pm10,US,PUTNAM,00:00.0,29.686667,-81.656389,4.25
Palm Springs - Fire,pm10,US,Riverside-San Bernardino-Ontario,00:00.0,33.852605,-116.540965,24.2972973
Palo Verde,pm10,US,Las Vegas-Paradise,00:00.0,36.173415,-115.332728,34.32142857
Paonia,pm10,US,DELTA,00:00.0,38.8763,-107.6022,10.94594595
Parkgate (Eagle Rive,pm10,US,Anchorage,00:00.0,61.3267,-149.569707,13.64705882
Paso Robles - Santa,pm10,US,San Luis Obispo-Paso Robles,00:00.0,35.614668,-120.656912,15.86666667
Paul Meyer,pm10,US,Las Vegas-Paradise,00:00.0,36.106389,-115.253333,38.75
Paul Spur Chemical L,pm10,US,Sierra Vista-Douglas,00:00.0,31.3658,-109.7309,20.42105263
Paw Park,pm10,US,Sarasota-Bradenton-Venice,00:00.0,27.3503,-82.4797,10.17857143
Payson Well Site,pm10,US,Payson,00:00.0,34.22934,-111.3297,41.56756757
Pearl City,pm10,US,Honolulu,00:00.0,21.392834,-157.969131,9.405405405
Phoenix JLG Supersit,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,33.503601,-112.095001,45.54054054
Pinal Air Park,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,32.508308,-111.30806,37.92105263
Pinal County Housing,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,32.891056,-111.570503,81.10526316
Pinehurst,pm10,US,SHOSHONE,00:00.0,47.536712,-116.236867,19.18918919
Pocatello Garrett an,pm10,US,Pocatello,00:00.0,42.876701,-112.460297,39.05263158
Polson-MT,pm10,US,LAKE,00:00.0,47.6925,-114.0122,5.972972973
Ponca City,pm10,US,Ponca City,00:00.0,36.697189,-97.081278,32.41666667
Portage-Hwy 12,pm10,US,Chicago-Naperville-Joliet,00:00.0,41.6167,-87.1458,21.05263158
Portsmouth,pm10,US,Boston-Cambridge-Quincy,00:00.0,43.075371,-70.748017,14.97368421
Presque Isle Riversi,pm10,US,AROOSTOOK,00:00.0,46.682299,-68.016195,5.421052632
Reno3,pm10,US,Reno-Sparks,00:00.0,39.52507,-119.807744,23.68421053
Research Farm,pm10,US,BROOKINGS,00:00.0,44.348604,-96.807299,14.21212121
Rillito,pm10,US,PIMA,00:00.0,32.414342,-111.154544,49.91666667
Riverside - Rubidoux,pm10,US,Riverside-San Bernardino-Ontario,00:00.0,33.999449,-117.415831,63.83783784
Roseville - N.Sunris,pm10,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.74643,-121.26498,16.30555556
Rossville,pm10,US,Chattanooga,00:00.0,34.9789,-85.3009,19.52631579
Sacaton,pm10,US,PINAL,00:00.0,33.080003,-111.739298,51.5
San Andreas,pm10,US,CALAVERAS,00:00.0,38.20185,-120.680277,15.62162162
San Bernadino - 4th,pm10,US,Riverside-San Bernardino-Ontario,00:00.0,34.106678,-117.274063,74.51351351
San Luis Obispo - Hi,pm10,US,SAN LUIS OBISPO,00:00.0,35.25651,-120.6693,18.64864865
Sandpoint U of I,pm10,US,BONNER,00:00.0,48.291821,-116.556557,14.59459459
Santa Barbara,pm10,US,Santa Barbara-Santa Maria,00:00.0,34.42775,-119.69091,16.81081081
Santa Maria - Broadw,pm10,US,Santa Barbara-Santa Maria,00:00.0,34.942872,-120.435611,36.62162162
Saul Martinez,pm10,US,RIVERSIDE,00:00.0,33.572019,-116.063823,47.78378378
Savannah L&A,pm10,US,Savannah,00:00.0,32.0903,-81.1306,10.92857143
Seiling,pm10,US,DEWEY,00:00.0,36.1589,-98.9353,13
Seminole Community C,pm10,US,Orlando-Kissimmee,00:00.0,28.7456,-81.31,4.962962963
Senior Center,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4883,-111.855003,45.97297297
Shell Cut,pm10,US,Bishop,00:00.0,36.3663,-117.8976,11.5
Sheridan PD,pm10,US,Sheridan,00:00.0,44.815142,-106.955933,25.46153846
Shoshone Bannock Tri,pm10,US,BANNOCK,00:00.0,42.589833,-112.458889,28.75675676
Shuttlesworth,pm10,US,Birmingham-Hoover,00:00.0,33.565278,-86.796389,16
Sidney 201,pm10,US,RICHLAND,00:00.0,47.8679,-104.676864,3.944444444
Simi Valley - Cochra,pm10,US,Oxnard-Thousand Oaks-Ventura,00:00.0,34.2775,-118.6847,26.65789474
Sioux Falls,pm10,US,MINNEHAHA,00:00.0,43.54792,-96.700768,24.83333333
Smithfield,pm10,US,CACHE,00:00.0,41.842778,-111.85194,14.40540541
Socorro Hueco C49,pm10,US,El Paso,00:00.0,31.66752,-106.28774,28.58333333
South DeKalb,pm10,US,Atlanta-Sandy Springs-Marietta,00:00.0,33.6906,-84.2731,16.25
South Lake Tahoe - S,pm10,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.94498,-119.97061,14.97297297
South Phoenix,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4033,-112.0731,56.34210526
South Scottsdale,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4797,-111.9172,34.02631579
South Tucson,pm10,US,PIMA,00:00.0,32.202148,-110.967915,41.07894737
South Valley,pm10,US,Albuquerque,00:00.0,35.0186,-106.651901,58.71428571
Spanish Springs,pm10,US,Reno-Sparks,00:00.0,39.621462,-119.718738,20.10526316
Sparks,pm10,US,Reno-Sparks,00:00.0,39.54092,-119.746764,39.36842105
Spokane-Augusta Ave,pm10,US,Spokane,00:00.0,47.672501,-117.364899,15.13513514
St. Joseph,pm10,US,St. Joseph,00:00.0,39.741667,-94.858333,40.25714286
St. Paul - Downtown,pm10,US,RAMSEY,00:00.0,44.9507,-93.0985,19.13157895
StJohns,pm10,US,MARICOPA,00:00.0,33.29015,-112.159874,47.97368421
Stanfield,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,32.881195,-111.961998,127.5263158
Substation,pm10,US,Farmington,00:00.0,36.7969,-108.4725,19.11428571
Sunrise Acres,pm10,US,Las Vegas-Paradise,00:00.0,36.163962,-115.11393,72.71428571
Taft,pm10,US,Cincinnati-Middletown,00:00.0,39.12886,-84.50404,28.39473684
Taylorsville Liledou,pm10,US,ALEXANDER,00:00.0,35.9138,-81.191,10.13513514
Tempe,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4124,-111.9347,41.81578947
Thompson Falls HS,pm10,US,SANDERS,00:00.0,47.594395,-115.323746,18.80555556
Toll,pm10,US,Reno-Sparks,00:00.0,39.399841,-119.739606,25.44736842
TracyAP,pm10,US,Stockton,00:00.0,37.6825,-121.4406,15.03225806
Tramway,pm10,US,Albuquerque,00:00.0,35.185,-106.5077,22.78378378
Trona - Athol and Te,pm10,US,Riverside-San Bernardino-Ontario,00:00.0,35.774455,-117.372109,16.52631579
Tulsa,pm10,US,Tulsa,00:00.0,36.206699,-95.976402,23.16666667
UC1,pm10,US,UNION,00:00.0,42.751518,-96.707208,23.47222222
Upland,pm10,US,Riverside-San Bernardino-Ontario,00:00.0,34.10366,-117.629096,53.02702703
Ute 3,pm10,US,Durango,00:00.0,37.10258,-107.870219,28.4
Visalia - N. Church,pm10,US,Visalia-Porterville,00:00.0,36.33252,-119.29095,87.16216216
W OWEN SCH,pm10,US,Fayetteville,00:00.0,35.041416,-78.953112,8.783783784
WATSON,pm10,US,Louisville,00:00.0,38.0608,-85.8961,41.76315789
WESTSIDE - 9 Mile,pm10,US,BERNALILLO,00:00.0,35.064098,-106.761292,21.02702703
WHlthDpt,pm10,US,Wichita,00:00.0,37.7011,-97.3139,19.94736842
WIND CAVE,pm10,US,CUSTER,00:00.0,43.557613,-103.483658,4.416666667
WY/KC,pm10,US,Kansas City,00:00.0,39.1175,-94.6356,39.5
WYLAM,pm10,US,Birmingham-Hoover,00:00.0,33.4997,-86.9242,14.44736842
Wadsworth-NV,pm10,US,Reno-Sparks,00:00.0,39.6367,-119.2889,32.45945946
Walter Johnson,pm10,US,Las Vegas-Paradise,00:00.0,36.169756,-115.263038,36.67857143
Wamsutter,pm10,US,Rock Springs,00:00.0,41.6778,-108.0242,8.153846154
Warner Robins,pm10,US,Warner Robins,00:00.0,32.6056,-83.5979,7.863636364
Watertown,pm10,US,CODINGTON,00:00.0,44.89965,-97.128802,25.47222222
Welby - 78th Ave. &,pm10,US,Denver-Aurora,00:00.0,39.8392,-104.9489,74.52941176
West 43rd,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,33.406399,-112.144302,100.4210526
West Chandler Fire S,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,33.299,-111.8843,51.73684211
West Mesa,pm10,US,Las Cruces,00:00.0,32.11,-106.51,19
West Phoenix,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,33.483799,-112.142601,58.73333333
Westmorland - 570 Co,pm10,US,El Centro,00:00.0,33.0325,-115.6225,54.89473684
White Fish Dead End,pm10,US,FLATHEAD,00:00.0,48.400523,-114.335973,12
Willows-Colusa,pm10,US,GLENN,00:00.0,39.53387,-122.190834,18.18421053
Winkler Pump Station,pm10,US,Cape Coral-Fort Myers,00:00.0,26.6028,-81.8789,8
YPT Campbell Ranch,pm10,US,LYON,00:00.0,39.063033,-119.2044,25.91891892
Yakima-4th Ave,pm10,US,Yakima,00:00.0,46.594952,-120.512283,24.7027027
Yosemite Village - V,pm10,US,MARIPOSA,00:00.0,37.748707,-119.587094,27.97368421
Yuba City,pm10,US,Yuba City,00:00.0,39.13868,-121.61884,30.16216216
Yuma Supersite,pm10,US,Yuma,00:00.0,32.690277,-114.614441,71
Zuni Hills,pm10,US,Phoenix-Mesa-Scottsdale,00:00.0,33.686741,-112.294167,34.92105263
16th and Whitmore,so2,US,Omaha-Council Bluffs,00:00.0,41.322472,-95.937992,0.000210526
ALLEN PARK,so2,US,Detroit-Warren-Livonia,00:00.0,42.2283,-83.2092,0.001195652
APOLLO BEACH,so2,US,HILLSBOROUGH,00:00.0,27.779712,-82.419835,0.000326087
Acadia NP - McFarlan,so2,US,HANCOCK,00:00.0,44.377048,-68.260902,0
Akron NIFH/STEM,so2,US,Akron,00:00.0,41.07914,-81.51627,0
Amanda  Elementary,so2,US,BUTLER,00:00.0,39.478849,-84.407675,0.000586957
Anacortes-202 Ave (S,so2,US,SKAGIT,00:00.0,48.52059,-122.61428,0.000630435
Andrew Johnson Elem.,so2,US,Kingsport-Bristol-Bristol,00:00.0,36.526416,-82.528679,0.001575
Arden Arcade - Del P,so2,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.613804,-121.368007,4.44E-05
Augusta,so2,US,Augusta-Richmond County,00:00.0,33.4333,-82.0219,0
BAYVIEW,so2,US,BEAUFORT,00:00.0,35.428,-76.74,0
BELLFNT2,so2,US,Philadelphia-Camden-Wilmington,00:00.0,39.773899,-75.496399,0.000478261
BLAIR STREET,so2,US,St. Louis,00:00.0,38.656449,-90.198548,0.000690476
BOSTON-KENMORE,so2,US,Boston-Cambridge-Quincy,00:00.0,42.3489,-71.097702,0.000444444
Bayonne,so2,US,New York-Northern New Jersey-Long Island,00:00.0,40.67025,-74.126083,0.000409091
Bean,so2,US,MINERAL,00:00.0,39.4452,-79.0691,0.002875
Bethel Island,so2,US,San Francisco-Oakland-Fremont,00:00.0,38.006311,-121.641918,0.000777778
Billings Coburn Rd,so2,US,YELLOWSTONE,00:00.0,45.786579,-108.45878,0.000866667
Blaine,so2,US,Minneapolis-St. Paul-Bloomington,00:00.0,45.1425,-93.2139,2.33E-05
Bloomfield,so2,US,Farmington,00:00.0,36.7422,-107.9769,0
Bondville,so2,US,Champaign-Urbana,00:00.0,40.0519,-88.3724,0.000119048
Boston - Roxbury,so2,US,Boston-Cambridge-Quincy,00:00.0,42.329399,-71.082497,0.000422222
Bridgeport,so2,US,Bridgeport-Stamford-Norwalk,00:00.0,41.171398,-73.195297,0.000681818
Brigantine,so2,US,Atlantic City,00:00.0,39.46487,-74.448738,0
Buick NE,so2,US,IRON,00:00.0,37.652142,-91.11653,0.002477273
CHICK.,so2,US,Mobile,00:00.0,30.7697,-88.0875,0.001045455
Calexico - Ethel Str,so2,US,El Centro,00:00.0,32.67618,-115.48307,0.000578947
Camden Spruce St,so2,US,Philadelphia-Camden-Wilmington,00:00.0,39.934446,-75.125291,0.000227273
Cannons Lane,so2,US,Louisville,00:00.0,38.2286,-85.6544,0.000181818
Canton DRR,so2,US,HAYWOOD,00:00.0,35.534,-82.853,0.000340909
Cape Romain,so2,US,Charleston-North Charleston,00:00.0,32.941002,-79.656998,0
Cedar Bay,so2,US,DUVAL,00:00.0,30.431111,-81.631944,2.17E-05
Cedar Bluff,so2,US,TREGO,00:00.0,38.7703,-99.7636,8.70E-05
Central Phoenix,so2,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4579,-112.046,0.0015
Chalmette Vista,so2,US,New Orleans-Metairie-Kenner,00:00.0,29.9431,-89.9761,0.00125
Chanute,so2,US,NEOSHO,00:00.0,37.67696,-95.47594,0.000244444
Cheeka Peak,so2,US,Port Angeles,00:00.0,48.2867,-124.6203,0
Cheshire,so2,US,GALLIA,00:00.0,38.949976,-82.110097,0.000340909
Chester,so2,US,New York-Northern New Jersey-Long Island,00:00.0,40.787628,-74.6763,0.000272727
Cheyenne NCore,so2,US,Cheyenne,00:00.0,41.18222,-104.778336,0.000891304
"Clinton, Chancy Park",so2,US,Clinton,00:00.0,41.823101,-90.211899,2.33E-05
Colerain,so2,US,Cincinnati-Middletown,00:00.0,39.21494,-84.69086,0.000652174
Collins Park,so2,US,Toledo,00:00.0,41.663405,-83.47596,0
Colorado Springs - H,so2,US,Colorado Springs,00:00.0,38.830895,-104.839243,0.00102381
Columbia,so2,US,WARREN,00:00.0,40.924606,-75.067825,0.000704545
Columbus - Fairgroun,so2,US,Columbus,00:00.0,40.002734,-82.994404,0
Concord,so2,US,San Francisco-Oakland-Fremont,00:00.0,37.9383,-122.025,0.000404762
Congaree Bluff,so2,US,Columbia,00:00.0,33.814701,-80.781097,0
Conneaut,so2,US,Ashtabula,00:00.0,41.959695,-80.572808,0.000232558
Copper View,so2,US,Salt Lake City,00:00.0,40.598056,-111.894167,0.000844444
Cornwall,so2,US,Torrington,00:00.0,41.833099,-73.303299,0.000590909
Crystal River Preser,so2,US,Homosassa Springs,00:00.0,28.958372,-82.643094,0.001027778
DAVIS ISLAND,so2,US,Tampa-St. Petersburg-Clearwater,00:00.0,27.9283,-82.4547,0.001108696
DET POLICE 4TH,so2,US,Detroit-Warren-Livonia,00:00.0,42.312158,-83.091943,0.001086957
DETROIT - SOUTHWEST,so2,US,Detroit-Warren-Livonia,00:00.0,42.3042,-83.1072,0.001066667
"Davenport, 10th & Vi",so2,US,Davenport-Moline-Rock Island,00:00.0,41.529999,-90.587502,0.000295455
Del Norte,so2,US,Albuquerque,00:00.0,35.1353,-106.584702,0.000913043
Denver - CAMP - 2105,so2,US,Denver-Aurora,00:00.0,39.751099,-104.987198,0.000636364
Durango Complex,so2,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4265,-112.1181,0.001456522
Durham Armory,so2,US,Durham,00:00.0,36.032955,-78.904037,0.000431818
E Providence,so2,US,Providence-New Bedford-Fall River,00:00.0,41.840302,-71.361702,0.000285714
EAST BAY,so2,US,HILLSBOROUGH,00:00.0,27.853897,-82.383414,0.004
EAST VINTON ELEMENTA,so2,US,Roanoke,00:00.0,37.285599,-79.884201,0.001043478
East High School,so2,US,Akron,00:00.0,41.063526,-81.468956,0.000111111
East Liverpool,so2,US,East Liverpool-Salem,00:00.0,40.631972,-80.547296,0
Eastlake,so2,US,Cleveland-Elyria-Mentor,00:00.0,41.673006,-81.422455,0.002068182
Eastman Ross N Robin,so2,US,Kingsport-Bristol-Bristol,00:00.0,36.532616,-82.516303,0.002642857
Elizabeth,so2,US,UNION,00:00.0,40.662388,-74.214813,9.52E-05
Elizabeth Trailer,so2,US,New York-Northern New Jersey-Long Island,00:00.0,40.641441,-74.208366,0.000363636
Essex,so2,US,Baltimore-Towson,00:00.0,39.310833,-76.474444,0.001857143
Evansville-Buena Vis,so2,US,Evansville,00:00.0,38.0133,-87.5772,0
FBHWWTP,so2,US,NASSAU,00:00.0,30.6575,-81.464167,0.002176471
FRANCONIA,so2,US,Washington-Arlington-Alexandria,00:00.0,38.771702,-77.108902,0.000586957
Fall River,so2,US,Providence-New Bedford-Fall River,00:00.0,41.6833,-71.169701,0.00025
Fire Station 13,so2,US,CUYAHOGA,00:00.0,41.471782,-81.656792,0.0015
Firearms Training,so2,US,Louisville,00:00.0,38.23158,-85.82675,0.001113636
Fontana - Arrow High,so2,US,Riverside-San Bernardino-Ontario,00:00.0,34.100132,-117.491982,0.000826087
Fresno - Garland,so2,US,FRESNO,00:00.0,36.78538,-119.77321,8.70E-05
Ft. Gibson,so2,US,Muskogee,00:00.0,35.775801,-95.287164,0
G.T.Craig,so2,US,Cleveland-Elyria-Mentor,00:00.0,41.492191,-81.678552,0
GRAND RAPIDS,so2,US,Grand Rapids-Wyoming,00:00.0,42.984699,-85.671097,0.000116279
GREEN BAY E HIGH,so2,US,Green Bay,00:00.0,44.5167,-87.9939,0.000318182
Gardiner,so2,US,Augusta-Waterville,00:00.0,44.230621,-69.785004,0.000177778
Gary-IITRI,so2,US,Chicago-Naperville-Joliet,00:00.0,41.6067,-87.3047,0.001195652
Greenville-ESC,so2,US,Greenville,00:00.0,34.843899,-82.414597,0.000578947
HAMPTON,so2,US,Virginia Beach-Norfolk-Newport News,00:00.0,37.103683,-76.386948,0
HATTIEAVEN,so2,US,Winston-Salem,00:00.0,36.1106,-80.2267,0.001744186
HU-Beltsville,so2,US,Washington-Arlington-Alexandria,00:00.0,39.055302,-76.878304,0.000204545
Hackney,so2,US,MORGAN,00:00.0,39.632301,-81.670097,0.0008
Hammond-141st St,so2,US,Chicago-Naperville-Joliet,00:00.0,41.6394,-87.4936,0.000177778
Happy Hill,so2,US,Kingsport-Bristol-Bristol,00:00.0,36.513052,-82.550459,0.001071429
Harvard Yards,so2,US,CUYAHOGA,00:00.0,41.446682,-81.662419,0.00073913
Hawaii Volcanoes NP,so2,US,Hilo,00:00.0,19.4308,-155.2578,0.0016
Hawthorne,so2,US,Salt Lake City,00:00.0,40.733501,-111.871696,0.001065217
Hayden,so2,US,GILA,00:00.0,33.006268,-110.786484,0.00202381
"Herculaneum, Mott St",so2,US,St. Louis,00:00.0,38.263394,-90.379667,0.001409091
Hilo,so2,US,Hilo,00:00.0,19.717562,-155.110535,0.000395349
Honolulu,so2,US,Honolulu,00:00.0,21.310301,-157.858093,0
Horicon Wildlife Are,so2,US,DODGE,00:00.0,43.46611,-88.621109,4.76E-05
Horn Point,so2,US,DORCHESTER,00:00.0,38.5876,-76.1408,0.000255814
Horse Rock,so2,US,ALLEGANY,00:00.0,39.483617,-79.026383,0.002136364
Indpls-Harding St,so2,US,Indianapolis,00:00.0,39.7489,-86.1861,2.22E-05
Indpls-Washington Pa,so2,US,Indianapolis,00:00.0,39.8108,-86.1147,0.000258065
Irmo,so2,US,Columbia,00:00.0,34.051102,-81.154999,0
Ironton - ODOT,so2,US,Portsmouth,00:00.0,38.508114,-82.659301,0.000204545
